the_geom,cartodb_id,orderid,name,alias,details
,440,439,othnlfmep,"% Other Race Population Not in the Labor Force; Margin of Error",
,441,440,oth64_p,% Other Race Population 16-64 Years,
,442,441,oth64mep,"% Other Race Population 16-64 Years; Margin of Error",
,443,442,oth64lf_p,% Other Race 16-64 Years in Labor Force,
,444,443,oth64lfmep,"% Other Race 16-64 Years in Labor Force; Margin of Error",
,445,444,oth64clf_p,% Other Race 16-64 Years Civilian Labor Force,
,446,702,geoid,Census Geographic Level ID,
,447,445,oth64clfmp,"% Other Race 16-64 Years Civilian Labor Force; Margin of Error",
,448,446,oth1664_p,% Other Race Employed Population 16-64 Years,
,449,447,oth1664mep,"% Other Race Employed Population 16-64 Years; Margin of Error",
,450,448,oth64ue_p,% Other Race Unemployed Population 16-64 Years,
,451,449,oth64uemep,"% Other Race Unemployed Population 16-64 Years; Margin of Error",
,452,450,oth64af_p,% Other Race Armed Forces Population 16-64 Years,
,453,451,oth64afmep,"% Other Race Armed Forces Population 16-64 Years; Margin of Error",
,454,452,oth64nlf_p,% Other Race Population 16-64 Years Not in the Labor Force,
,455,453,oth64nlfmp,"% Other Race Population 16-64 Years Not in the Labor Force; Margin of Error",
,456,454,oth65_p,% Other Race Population 65+ Years,
,457,455,oth65mep,"% Other Race Population 65+ Years; Margin of Error",
,458,456,oth65lf_p,% Other Race 65+ Years in Labor Force,
,459,457,oth65lfmep,"% Other Race 65+ Years in Labor Force; Margin of Error",
,460,458,oth65e_p,% Other Race Employed Population 65+ Years,
,461,459,oth65e_mep,"% Other Race Employed Population 65+ Years; Margin of Error",
,462,460,oth65ue_p,% Other Race Unemployed Population 65+ Years,
,463,461,oth65uemep,"% Other Race Unemployed Population 65+ Years; Margin of Error",
,464,462,oth65nlf_p,% Other Race Population 65+ Years Not in the Labor Force,
,465,463,oth65nlfmp,"% Other Race Population 65+ Years Not in the Labor Force; Margin of Error",
,466,464,mlt16,Multi-Race population 16 years and over,
,467,465,mlt16_me,"Multi-Race population 16 years and over; Margin of Error",
,468,466,mltlf,Multi-Race Labor Force,
,469,467,mltlfme,"Multi-Race Labor Force; Margin of Error",
,470,468,mltclf,Multi-Race Civilian Labor Force,
,471,469,mltclfme,"Multi-Race Civilian Labor Force; Margin of Error",
,472,470,mltemp,Multi-Race Employed Population,
,473,471,mltempme,"Multi-Race Employed Population; Margin of Error",
,474,472,mltue,Multi-Race Unemployed Population,
,475,473,mltueme,"Multi-Race Unemployed Population; Margin of Error",
,476,474,mltaf,Multi-Race Armed Forces Population,
,477,475,mltafme,"Multi-Race Armed Forces Population; Margin of Error",
,478,476,mltnlf,Multi-Race Population Not in the Labor Force,
,479,477,mltnlfme,"Multi-Race Population Not in the Labor Force; Margin of Error",
,480,478,mlt1664,Multi-Race Population 16-64 Years,
,481,479,mlt1664me,"Multi-Race Population 16-64 Years; Margin of Error",
,482,480,mlt64lf,Multi-Race 16-64 Years in Labor Force,
,483,481,mlt64lfme,"Multi-Race 16-64 Years in Labor Force; Margin of Error",
,484,482,mlt64clf,Multi-Race 16-64 Years Civilian Labor Force,
,485,483,mlt64clfm,"Multi-Race 16-64 Years Civilian Labor Force; Margin of Error",
,486,484,mlt64e,Multi-Race Employed Population 16-64 Years,
,487,485,mlt64e_me,"Multi-Race Employed Population 16-64 Years; Margin of Error",
,488,486,mlt64ue,Multi-Race Unemployed Population 16-64 Years,
,489,487,mlt64ueme,"Multi-Race Unemployed Population 16-64 Years; Margin of Error",
,491,489,mlt64afme,"Multi-Race Armed Forces Population 16-64 Years; Margin of Error",
,492,490,mlt64nlf,Multi-Race Population 16-64 Years Not in the Labor Force,
,493,491,mlt64nlfm,"Multi-Race Population 16-64 Years Not in the Labor Force; Margin of Error",
,494,492,mlt65o,Multi-Race Population 65+ Years,
,495,493,mlt65ome,"Multi-Race Population 65+ Years; Margin of Error",
,496,494,mlt65lf,Multi-Race 65+ Years in Labor Force,
,497,495,mlt65lfme,"Multi-Race 65+ Years in Labor Force; Margin of Error",
,498,496,mlt65e,Multi-Race Employed Population 65+ Years,
,499,497,mlt65e_me,"Multi-Race Employed Population 65+ Years; Margin of Error",
,500,498,mlt65ue,Multi-Race Unemployed Population 65+ Years,
,501,499,mlt65ue_me,"Multi-Race Unemployed Population 65+ Years; Margin of Error",
,502,500,mlt65nlf,Multi-Race Population 65+ Years Not in the Labor Force,
,503,501,mlt65nlfm,"Multi-Race Population 65+ Years Not in the Labor Force; Margin of Error",
,504,502,mltlf_p,% Multi-Race Labor Force,
,505,503,mltlfmep,"% Multi-Race Labor Force; Margin of Error",
,506,504,mltclf_p,% Multi-Race Civilian Labor Force,
,507,505,mltclfmep,"% Multi-Race Civilian Labor Force; Margin of Error",
,508,506,mltemp_p,% Multi-Race Employed Population,
,509,507,mltempmep,"% Multi-Race Employed Population; Margin of Error",
,510,508,mltue_p,% Multi-Race Unemployed Population,
,511,509,mltuemep,"% Multi-Race Unemployed Population; Margin of Error",
,512,510,mltaf_p,% Multi-Race Armed Forces Population,
,513,511,mltafmep,"% Multi-Race Armed Forces Population; Margin of Error",
,514,512,mltnlf_p,% Multi-Race Population Not in the Labor Force,
,515,513,mltnlfmep,"% Multi-Race Population Not in the Labor Force; Margin of Error",
,516,514,mlt64_p,% Multi-Race Population 16-64 Years,
,517,515,mlt64mep,"% Multi-Race Population 16-64 Years; Margin of Error",
,518,516,mlt64lf_p,% Multi-Race 16-64 Years in Labor Force,
,519,517,mlt64lfmep,"% Multi-Race 16-64 Years in Labor Force; Margin of Error",
,520,518,mlt64clf_p,% Multi-Race 16-64 Years Civilian Labor Force,
,521,519,mlt64clfmp,"% Multi-Race 16-64 Years Civilian Labor Force; Margin of Error",
,522,520,mlt1664_p,% Multi-Race Employed Population 16-64 Years,
,523,521,mlt1664mep,"% Multi-Race Employed Population 16-64 Years; Margin of Error",
,524,522,mlt64ue_p,% Multi-Race Unemployed Population 16-64 Years,
,525,523,mlt64uemep,"% Multi-Race Unemployed Population 16-64 Years; Margin of Error",
,526,524,mlt64af_p,% Multi-Race Armed Forces Population 16-64 Years,
,527,525,mlt64afmep,"% Multi-Race Armed Forces Population 16-64 Years; Margin of Error",
,528,526,mlt64nlf_p,% Multi-Race Population 16-64 Years Not in the Labor Force,
,529,527,mlt64nlfmp,"% Multi-Race Population 16-64 Years Not in the Labor Force; Margin of Error",
,530,528,mlt65_p,% Multi-Race Population 65+ Years,
,531,529,mlt65mep,"% Multi-Race Population 65+ Years; Margin of Error",
,532,530,mlt65lf_p,% Multi-Race 65+ Years in Labor Force,
,533,531,mlt65lfmep,"% Multi-Race 65+ Years in Labor Force; Margin of Error",
,534,532,mlt65e_p,% Multi-Race Employed Population 65+ Years,
,535,533,mlt65e_mep,"% Multi-Race Employed Population 65+ Years; Margin of Error",
,536,534,mlt65ue_p,% Multi-Race Unemployed Population 65+ Years,
,537,535,mlt65uemep,"% Multi-Race Unemployed Population 65+ Years; Margin of Error",
,538,536,mlt65nlf_p,% Multi-Race Population 65+ Years Not in the Labor Force,
,539,537,mlt65nlfmp,"% Multi-Race Population 65+ Years Not in the Labor Force; Margin of Error",
,540,538,nhw16,White Non-Hispanic population 16 years and over,
,541,539,nhw16_me,"White Non-Hispanic population 16 years and over; Margin of Error",
,542,540,nhwlf,White Non-Hispanic Labor Force,
,543,541,nhwlfme,"White Non-Hispanic Labor Force; Margin of Error",
,544,542,nhwclf,White Non-Hispanic Civilian Labor Force,
,545,543,nhwclfme,"White Non-Hispanic Civilian Labor Force; Margin of Error",
,546,544,nhwemp,White Non-Hispanic Employed Population,
,547,545,nhwempme,"White Non-Hispanic Employed Population; Margin of Error",
,548,546,nhwue,White Non-Hispanic Unemployed Population,
,549,547,nhwueme,"White Non-Hispanic Unemployed Population; Margin of Error",
,550,548,nhwaf,White Non-Hispanic Armed Forces Population,
,551,549,nhwafme,"White Non-Hispanic Armed Forces Population; Margin of Error",
,552,550,nhwnlf,White Non-Hispanic Population Not in the Labor Force,
,553,551,nhwnlfme,"White Non-Hispanic Population Not in the Labor Force; Margin of Error",
,554,552,nhw1664,White Non-Hispanic Population 16-64 Years,
,555,553,nhw1664me,"White Non-Hispanic Population 16-64 Years; Margin of Error",
,556,554,nhw64lf,White Non-Hispanic 16-64 Years in Labor Force,
,557,555,nhw64lfme,"White Non-Hispanic 16-64 Years in Labor Force; Margin of Error",
,558,556,nhw64clf,White Non-Hispanic 16-64 Years Civilian Labor Force,
,559,557,nhw64clfm,"White Non-Hispanic 16-64 Years Civilian Labor Force; Margin of Error",
,560,558,nhw64e,White Non-Hispanic Employed Population 16-64 Years,
,561,559,nhw64e_me,"White Non-Hispanic Employed Population 16-64 Years; Margin of Error",
,562,560,nhw64ue,White Non-Hispanic Unemployed Population 16-64 Years,
,563,561,nhw64ueme,"White Non-Hispanic Unemployed Population 16-64 Years; Margin of Error",
,564,562,nhw64af,White Non-Hispanic Armed Forces Population 16-64 Years,
,565,563,nhw64afme,"White Non-Hispanic Armed Forces Population 16-64 Years; Margin of Error",
,566,564,nhw64nlf,White Non-Hispanic Population 16-64 Years Not in the Labor Force,
,567,565,nhw64nlfm,"White Non-Hispanic Population 16-64 Years Not in the Labor Force; Margin of Error",
,568,566,nhw65o,White Non-Hispanic Population 65+ Years,
,569,567,nhw65ome,"White Non-Hispanic Population 65+ Years; Margin of Error",
,570,568,nhw65lf,White Non-Hispanic 65+ Years in Labor Force,
,571,569,nhw65lfme,"White Non-Hispanic 65+ Years in Labor Force; Margin of Error",
,572,570,nhw65e,White Non-Hispanic Employed Population 65+ Years,
,573,571,nhw65e_me,"White Non-Hispanic Employed Population 65+ Years; Margin of Error",
,574,572,nhw65ue,White Non-Hispanic Unemployed Population 65+ Years,
,575,573,nhw65ue_me,"White Non-Hispanic Unemployed Population 65+ Years; Margin of Error",
,576,574,nhw65nlf,White Non-Hispanic Population 65+ Years Not in the Labor Force,
,577,575,nhw65nlfm,"White Non-Hispanic Population 65+ Years Not in the Labor Force; Margin of Error",
,578,576,nhwlf_p,% White Non-Hispanic Labor Force,
,579,577,nhwlfmep,"% White Non-Hispanic Labor Force; Margin of Error",
,580,578,nhwclf_p,% White Non-Hispanic Civilian Labor Force,
,581,579,nhwclfmep,"% White Non-Hispanic Civilian Labor Force; Margin of Error",
,582,580,nhwemp_p,% White Non-Hispanic Employed Population,
,583,581,nhwempmep,"% White Non-Hispanic Employed Population; Margin of Error",
,584,582,nhwue_p,% White Non-Hispanic Unemployed Population,
,585,583,nhwuemep,"% White Non-Hispanic Unemployed Population; Margin of Error",
,586,584,nhwaf_p,% White Non-Hispanic Armed Forces Population,
,587,585,nhwafmep,"% White Non-Hispanic Armed Forces Population; Margin of Error",
,588,586,nhwnlf_p,% White Non-Hispanic Population Not in the Labor Force,
,589,587,nhwnlfmep,"% White Non-Hispanic Population Not in the Labor Force; Margin of Error",
,590,588,nhw64_p,% White Non-Hispanic Population 16-64 Years,
,591,589,nhw64mep,"% White Non-Hispanic Population 16-64 Years; Margin of Error",
,592,590,nhw64lf_p,% White Non-Hispanic 16-64 Years in Labor Force,
,593,591,nhw64lfmep,"% White Non-Hispanic 16-64 Years in Labor Force; Margin of Error",
,594,592,nhw64clf_p,% White Non-Hispanic 16-64 Years Civilian Labor Force,
,595,593,nhw64clfmp,"% White Non-Hispanic 16-64 Years Civilian Labor Force; Margin of Error",
,596,594,nhw1664_p,% White Non-Hispanic Employed Population 16-64 Years,
,597,595,nhw1664mep,"% White Non-Hispanic Employed Population 16-64 Years; Margin of Error",
,598,596,nhw64ue_p,% White Non-Hispanic Unemployed Population 16-64 Years,
,599,597,nhw64uemep,"% White Non-Hispanic Unemployed Population 16-64 Years; Margin of Error",
,600,598,nhw64af_p,% White Non-Hispanic Armed Forces Population 16-64 Years,
,601,599,nhw64afmep,"% White Non-Hispanic Armed Forces Population 16-64 Years; Margin of Error",
,602,600,nhw64nlf_p,% White Non-Hispanic Population 16-64 Years Not in the Labor Force,
,603,601,nhw64nlfmp,"% White Non-Hispanic Population 16-64 Years Not in the Labor Force; Margin of Error",
,604,602,nhw65_p,% White Non-Hispanic Population 65+ Years,
,605,603,nhw65mep,"% White Non-Hispanic Population 65+ Years; Margin of Error",
,606,604,nhw65lf_p,% White Non-Hispanic 65+ Years in Labor Force,
,607,605,nhw65lfmep,"% White Non-Hispanic 65+ Years in Labor Force; Margin of Error",
,608,606,nhw65e_p,% White Non-Hispanic Employed Population 65+ Years,
,609,607,nhw65e_mep,"% White Non-Hispanic Employed Population 65+ Years; Margin of Error",
,610,608,nhw65ue_p,% White Non-Hispanic Unemployed Population 65+ Years,
,611,609,nhw65uemep,"% White Non-Hispanic Unemployed Population 65+ Years; Margin of Error",
,612,610,nhw65nlf_p,% White Non-Hispanic Population 65+ Years Not in the Labor Force,
,613,611,nhw65nlfmp,"% White Non-Hispanic Population 65+ Years Not in the Labor Force; Margin of Error",
,614,612,lat16,Hispanic population 16 years and over,
,615,613,lat16_me,"Hispanic population 16 years and over; Margin of Error",
,616,614,latlf,Hispanic Labor Force,
,617,615,latlfme,"Hispanic Labor Force; Margin of Error",
,618,616,latclf,Hispanic Civilian Labor Force,
,619,617,latclfme,"Hispanic Civilian Labor Force; Margin of Error",
,620,618,latemp,Hispanic Employed Population,
,621,619,latempme,"Hispanic Employed Population; Margin of Error",
,622,620,latue,Hispanic Unemployed Population,
,623,621,latueme,"Hispanic Unemployed Population; Margin of Error",
,624,622,lataf,Hispanic Armed Forces Population,
,625,623,latafme,"Hispanic Armed Forces Population; Margin of Error",
,626,624,latnlf,Hispanic Population Not in the Labor Force,
,627,625,latnlfme,"Hispanic Population Not in the Labor Force; Margin of Error",
,628,626,lat1664,Hispanic Population 16-64 Years,
,629,627,lat1664me,"Hispanic Population 16-64 Years; Margin of Error",
,630,628,lat64lf,Hispanic 16-64 Years in Labor Force,
,631,629,lat64lfme,"Hispanic 16-64 Years in Labor Force; Margin of Error",
,632,630,lat64clf,Hispanic 16-64 Years Civilian Labor Force,
,633,631,lat64clfm,"Hispanic 16-64 Years Civilian Labor Force; Margin of Error",
,634,632,lat64e,Hispanic Employed Population 16-64 Years,
,635,633,lat64e_me,"Hispanic Employed Population 16-64 Years; Margin of Error",
,636,634,lat64ue,Hispanic Unemployed Population 16-64 Years,
,637,635,lat64ueme,"Hispanic Unemployed Population 16-64 Years; Margin of Error",
,638,636,lat64af,Hispanic Armed Forces Population 16-64 Years,
,639,637,lat64afme,"Hispanic Armed Forces Population 16-64 Years; Margin of Error",
,640,638,lat64nlf,Hispanic Population 16-64 Years Not in the Labor Force,
,641,639,lat64nlfm,"Hispanic Population 16-64 Years Not in the Labor Force; Margin of Error",
,642,640,lat65o,Hispanic Population 65+ Years,
,643,641,lat65ome,"Hispanic Population 65+ Years; Margin of Error",
,644,642,lat65lf,Hispanic 65+ Years in Labor Force,
,645,643,lat65lfme,"Hispanic 65+ Years in Labor Force; Margin of Error",
,646,644,lat65e,Hispanic Employed Population 65+ Years,
,647,645,lat65e_me,"Hispanic Employed Population 65+ Years; Margin of Error",
,648,646,lat65ue,Hispanic Unemployed Population 65+ Years,
,649,647,lat65ue_me,"Hispanic Unemployed Population 65+ Years; Margin of Error",
,650,648,lat65nlf,Hispanic Population 65+ Years Not in the Labor Force,
,651,649,lat65nlfm,"Hispanic Population 65+ Years Not in the Labor Force; Margin of Error",
,652,650,latlf_p,% Hispanic Labor Force,
,653,651,latlfmep,"% Hispanic Labor Force; Margin of Error",
,654,652,latclf_p,% Hispanic Civilian Labor Force,
,655,653,latclfmep,"% Hispanic Civilian Labor Force; Margin of Error",
,656,654,latemp_p,% Hispanic Employed Population,
,657,655,latempmep,"% Hispanic Employed Population; Margin of Error",
,658,656,latue_p,% Hispanic Unemployed Population,
,659,657,latuemep,"% Hispanic Unemployed Population; Margin of Error",
,660,658,lataf_p,% Hispanic Armed Forces Population,
,661,659,latafmep,"% Hispanic Armed Forces Population; Margin of Error",
,662,660,latnlf_p,% Hispanic Population Not in the Labor Force,
,663,661,latnlfmep,"% Hispanic Population Not in the Labor Force; Margin of Error",
,664,662,lat64_p,% Hispanic Population 16-64 Years,
,665,663,lat64mep,"% Hispanic Population 16-64 Years; Margin of Error",
,666,664,lat64lf_p,% Hispanic 16-64 Years in Labor Force,
,667,665,lat64lfmep,"% Hispanic 16-64 Years in Labor Force; Margin of Error",
,668,666,lat64clf_p,% Hispanic 16-64 Years Civilian Labor Force,
,669,667,lat64clfmp,"% Hispanic 16-64 Years Civilian Labor Force; Margin of Error",
,670,668,lat1664_p,% Hispanic Employed Population 16-64 Years,
,671,669,lat1664mep,"% Hispanic Employed Population 16-64 Years; Margin of Error",
,672,670,lat64ue_p,% Hispanic Unemployed Population 16-64 Years,
,673,671,lat64uemep,"% Hispanic Unemployed Population 16-64 Years; Margin of Error",
,674,672,lat64af_p,% Hispanic Armed Forces Population 16-64 Years,
,675,673,lat64afmep,"% Hispanic Armed Forces Population 16-64 Years; Margin of Error",
,676,674,lat64nlf_p,% Hispanic Population 16-64 Years Not in the Labor Force,
,677,675,lat64nlfmp,"% Hispanic Population 16-64 Years Not in the Labor Force; Margin of Error",
,678,676,lat65_p,% Hispanic Population 65+ Years,
,679,677,lat65mep,"% Hispanic Population 65+ Years; Margin of Error",
,680,678,lat65lf_p,% Hispanic 65+ Years in Labor Force,
,681,679,lat65lfmep,"% Hispanic 65+ Years in Labor Force; Margin of Error",
,682,680,lat65e_p,% Hispanic Employed Population 65+ Years,
,683,681,lat65e_mep,"% Hispanic Employed Population 65+ Years; Margin of Error",
,684,682,lat65ue_p,% Hispanic Unemployed Population 65+ Years,
,685,683,lat65uemep,"% Hispanic Unemployed Population 65+ Years; Margin of Error",
,686,684,lat65nlf_p,% Hispanic Population 65+ Years Not in the Labor Force,
,687,685,lat65nlfmp,"% Hispanic Population 65+ Years Not in the Labor Force; Margin of Error",
,688,686,join_key,Geographic Identifier,ct10_id
,689,687,title,Title,Employment Status by Race and Age
,690,688,alt_title,Alternate Title,
,691,689,tbl_table,Table Name,c23002_employment_by_race_age_acs_ct
,692,690,tbl_num,Table number from source data,b23002(a-i)races
,693,691,geography,Spatial Geography,Census 2010 Tracts
,694,692,descriptn,Description,Employment Status by Race and Age for the Population 16 years and over 
,695,693,datesavail,Dates Available,5yr Avg 2006-10 through 2011-15
,696,694,coverage,Coverage,Statewide
,697,695,universe,Universe,Population 16 years and over by race
,698,696,creator,Creator/Source,US Census: American Community Survey
,699,697,publisher,Publisher,MAPC
,700,698,contributr,Contributors,
,701,699,createdate,CreationDate,
,702,700,moddate,ModificationDate,2016-12
,703,703,logrecno,Census Logical Record Number,
,704,704,acs_year,ACS Years,
,705,705,whi16,White population 16 years and over,
,706,706,whi16_me,"White population 16 years and over; Margin of Error",
,707,707,whilf,White Labor Force,
,708,708,whilfme,"White Labor Force; Margin of Error",
,709,709,whiclf,White Civilian Labor Force,
,710,710,whiclfme,"White Civilian Labor Force; Margin of Error",
,711,711,whiemp,White Employed Population,
,712,712,whiempme,"White Employed Population; Margin of Error",
,713,713,whiue,White Unemployed Population,
,714,714,whiueme,"White Unemployed Population; Margin of Error",
,715,715,whiaf,White Armed Forces Population,
,716,716,whiafme,"White Armed Forces Population; Margin of Error",
,717,717,whinlf,White Population Not in the Labor Force,
,718,718,whinlfme,"White Population Not in the Labor Force; Margin of Error",
,719,719,whi1664,White Population 16-64 Years,
,720,720,whi1664me,"White Population 16-64 Years; Margin of Error",
,721,721,whi64lf,White 16-64 Years in Labor Force,
,722,722,whi64lfme,"White 16-64 Years in Labor Force; Margin of Error",
,723,723,whi64clf,White 16-64 Years Civilian Labor Force,
,724,724,whi64clfm,"White 16-64 Years Civilian Labor Force; Margin of Error",
,725,725,whi64e,White Employed Population 16-64 Years,
,726,726,whi64e_me,"White Employed Population 16-64 Years; Margin of Error",
,727,727,whi64ue,White Unemployed Population 16-64 Years,
,728,728,whi64ueme,"White Unemployed Population 16-64 Years; Margin of Error",
,729,729,whi64af,White Armed Forces Population 16-64 Years,
,730,730,whi64afme,"White Armed Forces Population 16-64 Years; Margin of Error",
,731,731,whi64nlf,White Population 16-64 Years Not in the Labor Force,
,732,732,whi64nlfm,"White Population 16-64 Years Not in the Labor Force; Margin of Error",
,733,733,whi65o,White Population 65+ Years,
,734,734,whi65ome,"White Population 65+ Years; Margin of Error",
,735,735,whi65lf,White 65+ Years in Labor Force,
,736,736,whi65lfme,"White 65+ Years in Labor Force; Margin of Error",
,737,737,whi65e,White Employed Population 65+ Years,
,738,738,whi65e_me,"White Employed Population 65+ Years; Margin of Error",
,739,739,whi65ue,White Unemployed Population 65+ Years,
,740,740,whi65ue_me,"White Unemployed Population 65+ Years; Margin of Error",
,741,741,whi65nlf,White Population 65+ Years Not in the Labor Force,
,742,742,whi65nlfm,"White Population 65+ Years Not in the Labor Force; Margin of Error",
,743,743,whilf_p,% White Labor Force,
,744,744,whilfmep,"% White Labor Force; Margin of Error",
,745,745,whiclf_p,% White Civilian Labor Force,
,746,746,whiclfmep,"% White Civilian Labor Force; Margin of Error",
,747,747,whiemp_p,% White Employed Population,
,748,748,whiempmep,"% White Employed Population; Margin of Error",
,749,749,whiue_p,% White Unemployed Population,
,750,750,whiuemep,"% White Unemployed Population; Margin of Error",
,751,751,whiaf_p,% White Armed Forces Population,
,752,752,whiafmep,"% White Armed Forces Population; Margin of Error",
,753,753,whinlf_p,% White Population Not in the Labor Force,
,754,754,whinlfmep,"% White Population Not in the Labor Force; Margin of Error",
,755,755,whi64_p,% White Population 16-64 Years,
,756,756,whi64mep,"% White Population 16-64 Years; Margin of Error",
,757,757,whi64lf_p,% White 16-64 Years in Labor Force,
,758,758,whi64lfmep,"% White 16-64 Years in Labor Force; Margin of Error",
,759,759,whi64clf_p,% White 16-64 Years Civilian Labor Force,
,760,760,whi64clfmp,"% White 16-64 Years Civilian Labor Force; Margin of Error",
,761,761,whi1664_p,% White Employed Population 16-64 Years,
,762,762,whi1664mep,"% White Employed Population 16-64 Years; Margin of Error",
,763,763,whi64ue_p,% White Unemployed Population 16-64 Years,
,764,764,whi64uemep,"% White Unemployed Population 16-64 Years; Margin of Error",
,765,765,whi64af_p,% White Armed Forces Population 16-64 Years,
,766,766,whi64afmep,"% White Armed Forces Population 16-64 Years; Margin of Error",
,767,767,whi64nlf_p,% White Population 16-64 Years Not in the Labor Force,
,768,768,whi64nlfmp,"% White Population 16-64 Years Not in the Labor Force; Margin of Error",
,769,769,whi65_p,% White Population 65+ Years,
,770,770,whi65mep,"% White Population 65+ Years; Margin of Error",
,771,771,whi65lf_p,% White 65+ Years in Labor Force,
,772,772,whi65lfmep,"% White 65+ Years in Labor Force; Margin of Error",
,773,773,whi65e_p,% White Employed Population 65+ Years,
,774,774,whi65e_mep,"% White Employed Population 65+ Years; Margin of Error",
,775,775,whi65ue_p,% White Unemployed Population 65+ Years,
,776,776,whi65uemep,"% White Unemployed Population 65+ Years; Margin of Error",
,777,777,whi65nlf_p,% White Population 65+ Years Not in the Labor Force,
,778,778,whi65nlfmp,"% White Population 65+ Years Not in the Labor Force; Margin of Error",
,779,779,aa16,Black population 16 years and over,
,780,780,aa16_me,"Black population 16 years and over; Margin of Error",
,781,781,aalf,Black Labor Force,
,782,782,aalfme,"Black Labor Force; Margin of Error",
,783,783,aaclf,Black Civilian Labor Force,
,784,784,aaclfme,"Black Civilian Labor Force; Margin of Error",
,785,785,aaemp,Black Employed Population,
,786,786,aaempme,"Black Employed Population; Margin of Error",
,787,787,aaue,Black Unemployed Population,
,788,788,aaueme,"Black Unemployed Population; Margin of Error",
,789,789,aaaf,Black Armed Forces Population,
,790,790,aaafme,"Black Armed Forces Population; Margin of Error",
,791,791,aanlf,Black Population Not in the Labor Force,
,792,792,aanlfme,"Black Population Not in the Labor Force; Margin of Error",
,793,793,aa1664,Black Population 16-64 Years,
,794,794,aa1664me,"Black Population 16-64 Years; Margin of Error",
,795,795,aa64lf,Black 16-64 Years in Labor Force,
,796,796,aa64lfme,"Black 16-64 Years in Labor Force; Margin of Error",
,797,797,aa64clf,Black 16-64 Years Civilian Labor Force,
,798,798,aa64clfm,"Black 16-64 Years Civilian Labor Force; Margin of Error",
,799,799,aa64e,Black Employed Population 16-64 Years,
,800,800,aa64e_me,"Black Employed Population 16-64 Years; Margin of Error",
,801,801,aa64ue,Black Unemployed Population 16-64 Years,
,802,802,aa64ueme,"Black Unemployed Population 16-64 Years; Margin of Error",
,803,803,aa64af,Black Armed Forces Population 16-64 Years,
,804,804,aa64afme,"Black Armed Forces Population 16-64 Years; Margin of Error",
,805,805,aa64nlf,Black Population 16-64 Years Not in the Labor Force,
,806,806,aa64nlfm,"Black Population 16-64 Years Not in the Labor Force; Margin of Error",
,807,807,aa65o,Black Population 65+ Years,
,808,808,aa65ome,"Black Population 65+ Years; Margin of Error",
,809,809,aa65lf,Black 65+ Years in Labor Force,
,810,810,aa65lfme,"Black 65+ Years in Labor Force; Margin of Error",
,811,811,aa65e,Black Employed Population 65+ Years,
,812,812,aa65e_me,"Black Employed Population 65+ Years; Margin of Error",
,813,813,aa65ue,Black Unemployed Population 65+ Years,
,814,814,aa65ue_me,"Black Unemployed Population 65+ Years; Margin of Error",
,815,815,aa65nlf,Black Population 65+ Years Not in the Labor Force,
,816,816,aa65nlfm,"Black Population 65+ Years Not in the Labor Force; Margin of Error",
,817,817,aalf_p,% Black Labor Force,
,818,818,aalfmep,"% Black Labor Force; Margin of Error",
,819,819,aaclf_p,% Black Civilian Labor Force,
,820,820,aaclfmep,"% Black Civilian Labor Force; Margin of Error",
,821,821,aaemp_p,% Black Employed Population,
,822,822,aaempmep,"% Black Employed Population; Margin of Error",
,823,823,aaue_p,% Black Unemployed Population,
,824,824,aauemep,"% Black Unemployed Population; Margin of Error",
,825,825,aaaf_p,% Black Armed Forces Population,
,826,826,aaafmep,"% Black Armed Forces Population; Margin of Error",
,827,827,aanlf_p,% Black Population Not in the Labor Force,
,828,828,aanlfmep,"% Black Population Not in the Labor Force; Margin of Error",
,829,829,aa64_p,% Black Population 16-64 Years,
,830,830,aa64mep,"% Black Population 16-64 Years; Margin of Error",
,831,831,aa64lf_p,% Black 16-64 Years in Labor Force,
,832,832,aa64lfmep,"% Black 16-64 Years in Labor Force; Margin of Error",
,833,833,aa64clf_p,% Black 16-64 Years Civilian Labor Force,
,834,834,aa64clfmp,"% Black 16-64 Years Civilian Labor Force; Margin of Error",
,835,835,aa1664_p,% Black Employed Population 16-64 Years,
,836,836,aa1664mep,"% Black Employed Population 16-64 Years; Margin of Error",
,837,837,aa64ue_p,% Black Unemployed Population 16-64 Years,
,838,838,aa64uemep,"% Black Unemployed Population 16-64 Years; Margin of Error",
,839,839,aa64af_p,% Black Armed Forces Population 16-64 Years,
,840,840,aa64afmep,"% Black Armed Forces Population 16-64 Years; Margin of Error",
,841,841,aa64nlf_p,% Black Population 16-64 Years Not in the Labor Force,
,842,842,aa64nlfmp,"% Black Population 16-64 Years Not in the Labor Force; Margin of Error",
,843,843,aa65_p,% Black Population 65+ Years,
,844,844,aa65mep,"% Black Population 65+ Years; Margin of Error",
,845,845,aa65lf_p,% Black 65+ Years in Labor Force,
,846,846,aa65lfmep,"% Black 65+ Years in Labor Force; Margin of Error",
,847,847,aa65e_p,% Black Employed Population 65+ Years,
,848,848,aa65e_mep,"% Black Employed Population 65+ Years; Margin of Error",
,849,849,aa65ue_p,% Black Unemployed Population 65+ Years,
,850,850,aa65uemep,"% Black Unemployed Population 65+ Years; Margin of Error",
,851,851,aa65nlf_p,% Black Population 65+ Years Not in the Labor Force,
,852,852,aa65nlfmp,"% Black Population 65+ Years Not in the Labor Force; Margin of Error",
,853,853,na16,American Indian population 16 years and over,
,854,854,na16_me,"American Indian population 16 years and over; Margin of Error",
